cod_ibge,municipio,ano,populacao
251640,Tacima,2012,9941
251640,Tacima,2013,9767
251640,Tacima,2014,9568
251640,Tacima,2015,9379
251640,Tacima,2016,9183
251640,Tacima,2017,8994
251640,Tacima,2018,8813
251640,Tacima,2019,8651
251640,Tacima,2020,8494
251640,Tacima,2021,8331
251650,Taperoa,2010,14671
251650,Taperoa,2011,14675
251650,Taperoa,2012,14655
251650,Taperoa,2013,14628
251650,Taperoa,2014,14592
251650,Taperoa,2015,14568
251650,Taperoa,2016,14545
251650,Taperoa,2017,14523
251650,Taperoa,2018,14516
251650,Taperoa,2019,14513
251650,Taperoa,2020,14517
251650,Taperoa,2021,14493
251660,Tavares,2010,14356
251660,Tavares,2011,14357
251660,Tavares,2012,14374
251660,Tavares,2013,14380
251660,Tavares,2014,14399
251660,Tavares,2015,14432
251660,Tavares,2016,14439
251660,Tavares,2017,14466
251660,Tavares,2018,14479
251660,Tavares,2019,14514
251660,Tavares,2020,14526
251660,Tavares,2021,14526
251670,Teixeira,2010,14289
251670,Teixeira,2011,14366
251670,Teixeira,2012,14435
251670,Teixeira,2013,14504
251670,Teixeira,2014,14580
251670,Teixeira,2015,14648
251670,Teixeira,2016,14705
251670,Teixeira,2017,14772
251670,Teixeira,2018,14829
251670,Teixeira,2019,14898
251670,Teixeira,2020,14953
251670,Teixeira,2021,14988
251675,Tenorio,2010,2834
251675,Tenorio,2011,2847
251675,Tenorio,2012,2864
251675,Tenorio,2013,2879
251675,Tenorio,2014,2897
251675,Tenorio,2015,2922
251675,Tenorio,2016,2944
251675,Tenorio,2017,2958
251675,Tenorio,2018,2975
251675,Tenorio,2019,2995
251675,Tenorio,2020,3010
251675,Tenorio,2021,3025
251680,Triunfo,2010,9332
251680,Triunfo,2011,9361
251680,Triunfo,2012,9432
251680,Triunfo,2013,9501
251680,Triunfo,2014,9589
251680,Triunfo,2015,9672
251680,Triunfo,2016,9751
251680,Triunfo,2017,9826
251680,Triunfo,2018,9903
251680,Triunfo,2019,9995
251680,Triunfo,2020,10056
251680,Triunfo,2021,10115
251690,Uirauna,2010,14615
251690,Uirauna,2011,14661
251690,Uirauna,2012,14716
251690,Uirauna,2013,14760
251690,Uirauna,2014,14829
251690,Uirauna,2015,14890
251690,Uirauna,2016,14952
251690,Uirauna,2017,15012
251690,Uirauna,2018,15081
251690,Uirauna,2019,15163
251690,Uirauna,2020,15226
251690,Uirauna,2021,15279
251700,Umbuzeiro,2010,9767
251700,Umbuzeiro,2011,9752
251700,Umbuzeiro,2012,9715
251700,Umbuzeiro,2013,9676
251700,Umbuzeiro,2014,9642
251700,Umbuzeiro,2015,9613
251700,Umbuzeiro,2016,9577
251700,Umbuzeiro,2017,9539
251700,Umbuzeiro,2018,9510
251700,Umbuzeiro,2019,9483
251700,Umbuzeiro,2020,9451
251700,Umbuzeiro,2021,9414
251710,Varzea,2010,2535
251710,Varzea,2011,2551
251710,Varzea,2012,2558
251710,Varzea,2013,2572
251710,Varzea,2014,2594
251710,Varzea,2015,2618
251710,Varzea,2016,2643
251710,Varzea,2017,2672
251710,Varzea,2018,2694
251710,Varzea,2019,2712
251710,Varzea,2020,2732
251710,Varzea,2021,2748
251720,Vieiropolis,2010,5084
251720,Vieiropolis,2011,5106
251720,Vieiropolis,2012,5102
251720,Vieiropolis,2013,5092
251720,Vieiropolis,2014,5083
251720,Vieiropolis,2015,5074
251720,Vieiropolis,2016,5080
251720,Vieiropolis,2017,5070
251720,Vieiropolis,2018,5059
251720,Vieiropolis,2019,5057
251720,Vieiropolis,2020,5046
251720,Vieiropolis,2021,5033
251740,Zabele,2010,2091
251740,Zabele,2011,2109
251740,Zabele,2012,2115
251740,Zabele,2013,2135
251740,Zabele,2014,2159
251740,Zabele,2015,2172
251740,Zabele,2016,2192
251740,Zabele,2017,2203
251740,Zabele,2018,2223
251740,Zabele,2019,2236
251740,Zabele,2020,2254
251740,Zabele,2021,2275
260005,Abreu E Lima,2010,96208
260005,Abreu E Lima,2011,96615
260005,Abreu E Lima,2012,97193
260005,Abreu E Lima,2013,97869
260005,Abreu E Lima,2014,98561
260005,Abreu E Lima,2015,99261
260005,Abreu E Lima,2016,99896
260005,Abreu E Lima,2017,100472
260005,Abreu E Lima,2018,101120
260005,Abreu E Lima,2019,101834
260005,Abreu E Lima,2020,102495
260005,Abreu E Lima,2021,103005
260010,Afogados Da Ingazeira,2010,35284
260010,Afogados Da Ingazeira,2011,35657
260010,Afogados Da Ingazeira,2012,36153
260010,Afogados Da Ingazeira,2013,36730
260010,Afogados Da Ingazeira,2014,37310
260010,Afogados Da Ingazeira,2015,37908
260010,Afogados Da Ingazeira,2016,38466
260010,Afogados Da Ingazeira,2017,38995
260010,Afogados Da Ingazeira,2018,39531
260010,Afogados Da Ingazeira,2019,40096
260010,Afogados Da Ingazeira,2020,40629
260010,Afogados Da Ingazeira,2021,41104
260020,Afranio,2010,17669
260020,Afranio,2011,17868
260020,Afranio,2012,18059
260020,Afranio,2013,18244
260020,Afranio,2014,18416
260020,Afranio,2015,18581
260020,Afranio,2016,18726
260020,Afranio,2017,18834
260020,Afranio,2018,18926
260020,Afranio,2019,19012
260020,Afranio,2020,19083
260020,Afranio,2021,19147
260030,Agrestina,2010,22814
260030,Agrestina,2011,22979
260030,Agrestina,2012,23136
260030,Agrestina,2013,23308
260030,Agrestina,2014,23474
260030,Agrestina,2015,23637
260030,Agrestina,2016,23784
260030,Agrestina,2017,23902
260030,Agrestina,2018,24019
260030,Agrestina,2019,24164
260030,Agrestina,2020,24279
260030,Agrestina,2021,24378
260040,Agua Preta,2010,33883
260040,Agua Preta,2011,33633
260040,Agua Preta,2012,33239
260040,Agua Preta,2013,32745
260040,Agua Preta,2014,32254
260040,Agua Preta,2015,31777
260040,Agua Preta,2016,31274
260040,Agua Preta,2017,30755
260040,Agua Preta,2018,30248
260040,Agua Preta,2019,29772
260040,Agua Preta,2020,29292
260040,Agua Preta,2021,28781
260050,Aguas Belas,2010,40870
260050,Aguas Belas,2011,41171
260050,Aguas Belas,2012,41520
260050,Aguas Belas,2013,41861
260050,Aguas Belas,2014,42178
260050,Aguas Belas,2015,42495
260050,Aguas Belas,2016,42749
260050,Aguas Belas,2017,42930
260050,Aguas Belas,2018,43113
260050,Aguas Belas,2019,43275
260050,Aguas Belas,2020,43404
260050,Aguas Belas,2021,43495
260060,Alagoinha,2010,14035
260060,Alagoinha,2011,14087
260060,Alagoinha,2012,14149
260060,Alagoinha,2013,14197
260060,Alagoinha,2014,14241
260060,Alagoinha,2015,14280
260060,Alagoinha,2016,14299
260060,Alagoinha,2017,14314
260060,Alagoinha,2018,14331
260060,Alagoinha,2019,14352
260060,Alagoinha,2020,14381
260060,Alagoinha,2021,14386
260070,Alianca,2010,38346
260070,Alianca,2011,38278
260070,Alianca,2012,38260
260070,Alianca,2013,38253
260070,Alianca,2014,38258
260070,Alianca,2015,38249
260070,Alianca,2016,38229
260070,Alianca,2017,38160
260070,Alianca,2018,38108
260070,Alianca,2019,38059
260070,Alianca,2020,38003
260070,Alianca,2021,37893
260080,Altinho,2010,22640
260080,Altinho,2011,22541
260080,Altinho,2012,22453
260080,Altinho,2013,22372
260080,Altinho,2014,22279
260080,Altinho,2015,22177
260080,Altinho,2016,22068
260080,Altinho,2017,21951
260080,Altinho,2018,21849
260080,Altinho,2019,21773
260080,Altinho,2020,21683
260080,Altinho,2021,21564
260090,Amaraji,2010,22345
260090,Amaraji,2011,22164
260090,Amaraji,2012,21945
260090,Amaraji,2013,21682
260090,Amaraji,2014,21408
260090,Amaraji,2015,21134
260090,Amaraji,2016,20842
260090,Amaraji,2017,20536
260090,Amaraji,2018,20247
260090,Amaraji,2019,19970
260090,Amaraji,2020,19685
260090,Amaraji,2021,19378
260100,Angelim,2010,10310
260100,Angelim,2011,10356
260100,Angelim,2012,10411
260100,Angelim,2013,10440
260100,Angelim,2014,10480
260100,Angelim,2015,10518
260100,Angelim,2016,10551
260100,Angelim,2017,10562
260100,Angelim,2018,10582
260100,Angelim,2019,10605
260100,Angelim,2020,10610
260100,Angelim,2021,10612
260105,Aracoiaba,2010,18278
260105,Aracoiaba,2011,18442
260105,Aracoiaba,2012,18616
260105,Aracoiaba,2013,18768
260105,Aracoiaba,2014,18916
260105,Aracoiaba,2015,19076
260105,Aracoiaba,2016,19213
260105,Aracoiaba,2017,19328
260105,Aracoiaba,2018,19437
260105,Aracoiaba,2019,19561
260105,Aracoiaba,2020,19664
260105,Aracoiaba,2021,19751
260110,Araripina,2010,79122
260110,Araripina,2011,79958
260110,Araripina,2012,80989
260110,Araripina,2013,82054
260110,Araripina,2014,83050
260110,Araripina,2015,84032
260110,Araripina,2016,84907
260110,Araripina,2017,85640
260110,Araripina,2018,86348
260110,Araripina,2019,87047
260110,Araripina,2020,87679
260110,Araripina,2021,88243
260120,Arcoverde,2010,68685
260120,Arcoverde,2011,69533
260120,Arcoverde,2012,70554
260120,Arcoverde,2013,71641
260120,Arcoverde,2014,72720
260120,Arcoverde,2015,73797
260120,Arcoverde,2016,74805
260120,Arcoverde,2017,75732
260120,Arcoverde,2018,76692
260120,Arcoverde,2019,77680
260120,Arcoverde,2020,78620
260120,Arcoverde,2021,79478
260130,Barra De Guabiraba,2010,13017
260130,Barra De Guabiraba,2011,13060
260130,Barra De Guabiraba,2012,13090
260130,Barra De Guabiraba,2013,13090
260130,Barra De Guabiraba,2014,13081
260130,Barra De Guabiraba,2015,13069
260130,Barra De Guabiraba,2016,13038
260130,Barra De Guabiraba,2017,12995
260130,Barra De Guabiraba,2018,12952
260130,Barra De Guabiraba,2019,12902
260130,Barra De Guabiraba,2020,12854
260130,Barra De Guabiraba,2021,12780
260140,Barreiros,2010,41602
260140,Barreiros,2011,41638
260140,Barreiros,2012,41722
260140,Barreiros,2013,41830
260140,Barreiros,2014,41937
260140,Barreiros,2015,42040
260140,Barreiros,2016,42105
260140,Barreiros,2017,42133
260140,Barreiros,2018,42195
260140,Barreiros,2019,42260
260140,Barreiros,2020,42322
260140,Barreiros,2021,42322
260150,Belem De Maria,2010,11731
260150,Belem De Maria,2011,11701
260150,Belem De Maria,2012,11670
260150,Belem De Maria,2013,11629
260150,Belem De Maria,2014,11582
260150,Belem De Maria,2015,11538
260150,Belem De Maria,2016,11482
260150,Belem De Maria,2017,11416
260150,Belem De Maria,2018,11339
260150,Belem De Maria,2019,11266
260150,Belem De Maria,2020,11202
260150,Belem De Maria,2021,11109
260160,Belem De Sao Francisco,2010,20579
260160,Belem De Sao Francisco,2011,20539
260160,Belem De Sao Francisco,2012,20492
260160,Belem De Sao Francisco,2013,20424
260160,Belem De Sao Francisco,2014,20318
260160,Belem De Sao Francisco,2015,20205
260160,Belem De Sao Francisco,2016,20075
260160,Belem De Sao Francisco,2017,19919
260160,Belem De Sao Francisco,2018,19752
260160,Belem De Sao Francisco,2019,19575
260160,Belem De Sao Francisco,2020,19397
260160,Belem De Sao Francisco,2021,19196
260170,Belo Jardim,2010,73149
260170,Belo Jardim,2011,73676
260170,Belo Jardim,2012,74434
260170,Belo Jardim,2013,75302
260170,Belo Jardim,2014,76158
260170,Belo Jardim,2015,77015
260170,Belo Jardim,2016,77793
260170,Belo Jardim,2017,78527
260170,Belo Jardim,2018,79302
260170,Belo Jardim,2019,80149
260170,Belo Jardim,2020,80956
260170,Belo Jardim,2021,81656
260180,Betania,2010,12560
260180,Betania,2011,12556
260180,Betania,2012,12561
260180,Betania,2013,12539
260180,Betania,2014,12529
260180,Betania,2015,12498
260180,Betania,2016,12465
260180,Betania,2017,12418
260180,Betania,2018,12362
260180,Betania,2019,12319
260180,Betania,2020,12258
260180,Betania,2021,12199
260190,Bezerros,2010,59563
260190,Bezerros,2011,59796
260190,Bezerros,2012,60176
260190,Bezerros,2013,60636
260190,Bezerros,2014,61088
260190,Bezerros,2015,61534
260190,Bezerros,2016,61939
260190,Bezerros,2017,62310
260190,Bezerros,2018,62735
260190,Bezerros,2019,63205
260190,Bezerros,2020,63635
260190,Bezerros,2021,63973
260200,Bodoco,2010,35702
260200,Bodoco,2011,35912
260200,Bodoco,2012,36124
260200,Bodoco,2013,36296
260200,Bodoco,2014,36413
260200,Bodoco,2015,36523
260200,Bodoco,2016,36587
260200,Bodoco,2017,36578
260200,Bodoco,2018,36536
260200,Bodoco,2019,36496
260200,Bodoco,2020,36423
260200,Bodoco,2021,36321
260210,Bom Conselho,2010,46145
260210,Bom Conselho,2011,46267
260210,Bom Conselho,2012,46407
260210,Bom Conselho,2013,46535
260210,Bom Conselho,2014,46643
260210,Bom Conselho,2015,46749
260210,Bom Conselho,2016,46796
260210,Bom Conselho,2017,46788
260210,Bom Conselho,2018,46758
260210,Bom Conselho,2019,46755
260210,Bom Conselho,2020,46703
260210,Bom Conselho,2021,46602
260220,Bom Jardim,2010,39145
260220,Bom Jardim,2011,39120
260220,Bom Jardim,2012,39148
260220,Bom Jardim,2013,39192
260220,Bom Jardim,2014,39253
260220,Bom Jardim,2015,39320
260220,Bom Jardim,2016,39338
260220,Bom Jardim,2017,39343
260220,Bom Jardim,2018,39384
260220,Bom Jardim,2019,39451
260220,Bom Jardim,2020,39495
260220,Bom Jardim,2021,39474
260230,Bonito,2010,37993
260230,Bonito,2011,38034
260230,Bonito,2012,38155
260230,Bonito,2013,38309
260230,Bonito,2014,38455
260230,Bonito,2015,38601
260230,Bonito,2016,38706
260230,Bonito,2017,38781
260230,Bonito,2018,38866
260230,Bonito,2019,38969
260230,Bonito,2020,39051
260230,Bonito,2021,39093
260240,Brejao,2010,8955
260240,Brejao,2011,8968
260240,Brejao,2012,9012
260240,Brejao,2013,9059
260240,Brejao,2014,9101
260240,Brejao,2015,9149
260240,Brejao,2016,9193
260240,Brejao,2017,9221
260240,Brejao,2018,9245
260240,Brejao,2019,9288
260240,Brejao,2020,9314
260240,Brejao,2021,9339
260250,Brejinho,2010,7407
260250,Brejinho,2011,7433
260250,Brejinho,2012,7483
260250,Brejinho,2013,7544
260250,Brejinho,2014,7620
260250,Brejinho,2015,7675
260250,Brejinho,2016,7736
260250,Brejinho,2017,7778
260250,Brejinho,2018,7820
260250,Brejinho,2019,7877
260250,Brejinho,2020,7918
260250,Brejinho,2021,7945
260260,Brejo Da Madre De Deus,2010,45503
260260,Brejo Da Madre De Deus,2011,45996
260260,Brejo Da Madre De Deus,2012,46507
260260,Brejo Da Madre De Deus,2013,47010
260260,Brejo Da Madre De Deus,2014,47498
260260,Brejo Da Madre De Deus,2015,47973
260260,Brejo Da Madre De Deus,2016,48395
260260,Brejo Da Madre De Deus,2017,48765
260260,Brejo Da Madre De Deus,2018,49141
260260,Brejo Da Madre De Deus,2019,49531
260260,Brejo Da Madre De Deus,2020,49895
260260,Brejo Da Madre De Deus,2021,50203
260270,Buenos Aires,2010,12724
260270,Buenos Aires,2011,12763
260270,Buenos Aires,2012,12824
260270,Buenos Aires,2013,12891
260270,Buenos Aires,2014,12960
260270,Buenos Aires,2015,13021
260270,Buenos Aires,2016,13081
260270,Buenos Aires,2017,13114
260270,Buenos Aires,2018,13165
260270,Buenos Aires,2019,13199
260270,Buenos Aires,2020,13233
260270,Buenos Aires,2021,13259
260280,Buique,2010,52855
260280,Buique,2011,53202
260280,Buique,2012,53511
260280,Buique,2013,53760
260280,Buique,2014,54007
260280,Buique,2015,54245
260280,Buique,2016,54428
260280,Buique,2017,54521
260280,Buique,2018,54594
260280,Buique,2019,54670
260280,Buique,2020,54698
260280,Buique,2021,54657
260290,Cabo De Santo Agostinho,2010,187309
260290,Cabo De Santo Agostinho,2011,189617
260290,Cabo De Santo Agostinho,2012,192001
260290,Cabo De Santo Agostinho,2013,194414
260290,Cabo De Santo Agostinho,2014,196864
260290,Cabo De Santo Agostinho,2015,199333
260290,Cabo De Santo Agostinho,2016,201643
260290,Cabo De Santo Agostinho,2017,203770
260290,Cabo De Santo Agostinho,2018,205922
260290,Cabo De Santo Agostinho,2019,208156
260290,Cabo De Santo Agostinho,2020,210277
260290,Cabo De Santo Agostinho,2021,212155
260300,Cabrobo,2010,31298
260300,Cabrobo,2011,31513
260300,Cabrobo,2012,31703
260300,Cabrobo,2013,31840
260300,Cabrobo,2014,31941
260300,Cabrobo,2015,32027
260300,Cabrobo,2016,32073
260300,Cabrobo,2017,32073
260300,Cabrobo,2018,32043
260300,Cabrobo,2019,32026
260300,Cabrobo,2020,31976
260300,Cabrobo,2021,31906
260310,Cachoeirinha,2010,18906
260310,Cachoeirinha,2011,19016
260310,Cachoeirinha,2012,19146
260310,Cachoeirinha,2013,19287
260310,Cachoeirinha,2014,19414
260310,Cachoeirinha,2015,19555
260310,Cachoeirinha,2016,19678
260310,Cachoeirinha,2017,19788
260310,Cachoeirinha,2018,19919
260310,Cachoeirinha,2019,20080
260310,Cachoeirinha,2020,20212
260310,Cachoeirinha,2021,20334
260320,Caetes,2010,26898
260320,Caetes,2011,27138
260320,Caetes,2012,27443
260320,Caetes,2013,27759
260320,Caetes,2014,28076
260320,Caetes,2015,28400
260320,Caetes,2016,28691
260320,Caetes,2017,28939
260320,Caetes,2018,29199
260320,Caetes,2019,29453
260320,Caetes,2020,29689
260320,Caetes,2021,29886
260330,Calcado,2010,11302
260330,Calcado,2011,11314
260330,Calcado,2012,11356
260330,Calcado,2013,11411
260330,Calcado,2014,11454
260330,Calcado,2015,11486
260330,Calcado,2016,11508
260330,Calcado,2017,11518
260330,Calcado,2018,11530
260330,Calcado,2019,11529
260330,Calcado,2020,11520
260330,Calcado,2021,11495
260340,Calumbi,2010,5776
260340,Calumbi,2011,5717
260340,Calumbi,2012,5700
260340,Calumbi,2013,5678
260340,Calumbi,2014,5657
260340,Calumbi,2015,5630
260340,Calumbi,2016,5597
260340,Calumbi,2017,5556
260340,Calumbi,2018,5526
260340,Calumbi,2019,5509
260340,Calumbi,2020,5483
260340,Calumbi,2021,5451
260345,Camaragibe,2010,147011
260345,Camaragibe,2011,147810
260345,Camaragibe,2012,148628
260345,Camaragibe,2013,149471
260345,Camaragibe,2014,150325
260345,Camaragibe,2015,151185
260345,Camaragibe,2016,151931
260345,Camaragibe,2017,152555
260345,Camaragibe,2018,153258
260345,Camaragibe,2019,154016
260345,Camaragibe,2020,154695
260345,Camaragibe,2021,155161
260350,Camocim De Sao Felix,2010,17219
260350,Camocim De Sao Felix,2011,17295
260350,Camocim De Sao Felix,2012,17370
260350,Camocim De Sao Felix,2013,17447
260350,Camocim De Sao Felix,2014,17522
260350,Camocim De Sao Felix,2015,17586
260350,Camocim De Sao Felix,2016,17651
260350,Camocim De Sao Felix,2017,17697
260350,Camocim De Sao Felix,2018,17757
260350,Camocim De Sao Felix,2019,17823
260350,Camocim De Sao Felix,2020,17884
260350,Camocim De Sao Felix,2021,17925
260360,Camutanga,2010,8276
260360,Camutanga,2011,8260
260360,Camutanga,2012,8245
260360,Camutanga,2013,8234
260360,Camutanga,2014,8210
260360,Camutanga,2015,8192
260360,Camutanga,2016,8172
260360,Camutanga,2017,8149
260360,Camutanga,2018,8124
260360,Camutanga,2019,8114
260360,Camutanga,2020,8097
260360,Camutanga,2021,8072
260370,Canhotinho,2010,24950
260370,Canhotinho,2011,24936
260370,Canhotinho,2012,24971
260370,Canhotinho,2013,25027
260370,Canhotinho,2014,25087
260370,Canhotinho,2015,25138
260370,Canhotinho,2016,25178
260370,Canhotinho,2017,25184
260370,Canhotinho,2018,25194
260370,Canhotinho,2019,25230
260370,Canhotinho,2020,25247
260370,Canhotinho,2021,25230
260380,Capoeiras,2010,20024
260380,Capoeiras,2011,19967
260380,Capoeiras,2012,19920
260380,Capoeiras,2013,19885
260380,Capoeiras,2014,19835
260380,Capoeiras,2015,19781
260380,Capoeiras,2016,19714
260380,Capoeiras,2017,19627
260380,Capoeiras,2018,19532
260380,Capoeiras,2019,19461
260380,Capoeiras,2020,19370
260380,Capoeiras,2021,19254
260390,Carnaiba,2010,19066
260390,Carnaiba,2011,19109
260390,Carnaiba,2012,19167
260390,Carnaiba,2013,19244
260390,Carnaiba,2014,19301
260390,Carnaiba,2015,19373
260390,Carnaiba,2016,19429
260390,Carnaiba,2017,19467
260390,Carnaiba,2018,19499
260390,Carnaiba,2019,19548
260390,Carnaiba,2020,19574
260390,Carnaiba,2021,19583
260392,Carnaubeira Da Penha,2010,11903
260392,Carnaubeira Da Penha,2011,12017
260392,Carnaubeira Da Penha,2012,12133
260392,Carnaubeira Da Penha,2013,12232
260392,Carnaubeira Da Penha,2014,12333
260392,Carnaubeira Da Penha,2015,12440
260392,Carnaubeira Da Penha,2016,12518
260392,Carnaubeira Da Penha,2017,12572
260392,Carnaubeira Da Penha,2018,12603
260392,Carnaubeira Da Penha,2019,12634
260392,Carnaubeira Da Penha,2020,12652
260392,Carnaubeira Da Penha,2021,12658
260400,Carpina,2010,75659
260400,Carpina,2011,76328
260400,Carpina,2012,76994
260400,Carpina,2013,77656
260400,Carpina,2014,78305
260400,Carpina,2015,78970
260400,Carpina,2016,79552
260400,Carpina,2017,80081
260400,Carpina,2018,80624
260400,Carpina,2019,81221
260400,Carpina,2020,81765
260400,Carpina,2021,82202
260410,Caruaru,2010,315446
260410,Caruaru,2011,321128
260410,Caruaru,2012,327336
260410,Caruaru,2013,333843
260410,Caruaru,2014,340451
260410,Caruaru,2015,347142
260410,Caruaru,2016,353558
260410,Caruaru,2017,359701
260410,Caruaru,2018,366005
260410,Caruaru,2019,372539
260410,Caruaru,2020,378900
260410,Caruaru,2021,384878
260415,Casinhas,2010,14136
260415,Casinhas,2011,14119
260415,Casinhas,2012,14088
260415,Casinhas,2013,14066
260415,Casinhas,2014,14040
260415,Casinhas,2015,14022
260415,Casinhas,2016,13989
260415,Casinhas,2017,13936
260415,Casinhas,2018,13884
260415,Casinhas,2019,13852
260415,Casinhas,2020,13790
260415,Casinhas,2021,13718
260420,Catende,2010,38577
260420,Catende,2011,38517
260420,Catende,2012,38259
260420,Catende,2013,37903
260420,Catende,2014,37535
260420,Catende,2015,37159
260420,Catende,2016,36767
260420,Catende,2017,36336
260420,Catende,2018,35930
260420,Catende,2019,35542
260420,Catende,2020,35130
260420,Catende,2021,34672
260430,Cedro,2010,10861
260430,Cedro,2011,10905
260430,Cedro,2012,10946
260430,Cedro,2013,10980
260430,Cedro,2014,10997
260430,Cedro,2015,11023
260430,Cedro,2016,11020
260430,Cedro,2017,11010
260430,Cedro,2018,10985
260430,Cedro,2019,10978
260430,Cedro,2020,10945
260430,Cedro,2021,10914
260440,Cha De Alegria,2010,12533
260440,Cha De Alegria,2011,12587
260440,Cha De Alegria,2012,12652
260440,Cha De Alegria,2013,12723
260440,Cha De Alegria,2014,12804
260440,Cha De Alegria,2015,12887
260440,Cha De Alegria,2016,12955
260440,Cha De Alegria,2017,13015
260440,Cha De Alegria,2018,13102
260440,Cha De Alegria,2019,13190
260440,Cha De Alegria,2020,13275
260440,Cha De Alegria,2021,13344
260450,Cha Grande,2010,20357
260450,Cha Grande,2011,20447
260450,Cha Grande,2012,20556
260450,Cha Grande,2013,20672
260450,Cha Grande,2014,20772
260450,Cha Grande,2015,20873
260450,Cha Grande,2016,20958
260450,Cha Grande,2017,21016
260450,Cha Grande,2018,21069
260450,Cha Grande,2019,21138
260450,Cha Grande,2020,21182
260450,Cha Grande,2021,21196
260460,Condado,2010,24554
260460,Condado,2011,24662
260460,Condado,2012,24776
260460,Condado,2013,24879
260460,Condado,2014,24981
260460,Condado,2015,25089
260460,Condado,2016,25176
260460,Condado,2017,25225
260460,Condado,2018,25282
260460,Condado,2019,25358
260460,Condado,2020,25410
260460,Condado,2021,25414
260470,Correntes,2010,17491
260470,Correntes,2011,17506
260470,Correntes,2012,17550
260470,Correntes,2013,17595
260470,Correntes,2014,17643
260470,Correntes,2015,17696
260470,Correntes,2016,17721
260470,Correntes,2017,17732
260470,Correntes,2018,17742
260470,Correntes,2019,17762
260470,Correntes,2020,17770
260470,Correntes,2021,17751
260480,Cortes,2010,12927
260480,Cortes,2011,12800
260480,Cortes,2012,12656
260480,Cortes,2013,12488
260480,Cortes,2014,12302
260480,Cortes,2015,12136
260480,Cortes,2016,11954
260480,Cortes,2017,11769
260480,Cortes,2018,11589
260480,Cortes,2019,11408
260480,Cortes,2020,11235
260480,Cortes,2021,11043
260490,Cumaru,2010,17803
260490,Cumaru,2011,17451
260490,Cumaru,2012,17306
260490,Cumaru,2013,17248
260490,Cumaru,2014,17193
260490,Cumaru,2015,17136
260490,Cumaru,2016,17059
260490,Cumaru,2017,16980
260490,Cumaru,2018,16889
260490,Cumaru,2019,16811
260490,Cumaru,2020,16716
260490,Cumaru,2021,16600
260500,Cupira,2010,23224
260500,Cupira,2011,23261
260500,Cupira,2012,23356
260500,Cupira,2013,23467
260500,Cupira,2014,23570
260500,Cupira,2015,23681
260500,Cupira,2016,23772
260500,Cupira,2017,23850
260500,Cupira,2018,23943
260500,Cupira,2019,24048
260500,Cupira,2020,24145
260500,Cupira,2021,24192
260510,Custodia,2010,33740
260510,Custodia,2011,34116
260510,Custodia,2012,34550
260510,Custodia,2013,35008
260510,Custodia,2014,35466
260510,Custodia,2015,35928
260510,Custodia,2016,36356
260510,Custodia,2017,36768
260510,Custodia,2018,37179
260510,Custodia,2019,37615
260510,Custodia,2020,38019
260510,Custodia,2021,38388
260515,Dormentes,2010,17025
260515,Dormentes,2011,17175
260515,Dormentes,2012,17309
260515,Dormentes,2013,17416
260515,Dormentes,2014,17515
260515,Dormentes,2015,17600
260515,Dormentes,2016,17663
260515,Dormentes,2017,17701
260515,Dormentes,2018,17726
260515,Dormentes,2019,17749
260515,Dormentes,2020,17749
260515,Dormentes,2021,17744
260520,Escada,2010,64687
260520,Escada,2011,64717
260520,Escada,2012,64700
260520,Escada,2013,64640
260520,Escada,2014,64585
260520,Escada,2015,64514
260520,Escada,2016,64385
260520,Escada,2017,64187
260520,Escada,2018,63990
260520,Escada,2019,63814
260520,Escada,2020,63605
260520,Escada,2021,63320
260530,Exu,2010,32260
260530,Exu,2011,32356
260530,Exu,2012,32539
260530,Exu,2013,32740
260530,Exu,2014,32917
260530,Exu,2015,33079
260530,Exu,2016,33197
260530,Exu,2017,33269
260530,Exu,2018,33317
260530,Exu,2019,33385
260530,Exu,2020,33406
260530,Exu,2021,33403
260540,Feira Nova,2010,20770
260540,Feira Nova,2011,20871
260540,Feira Nova,2012,20990
260540,Feira Nova,2013,21115
260540,Feira Nova,2014,21254
260540,Feira Nova,2015,21387
260540,Feira Nova,2016,21498
260540,Feira Nova,2017,21608
260540,Feira Nova,2018,21724
260540,Feira Nova,2019,21844
260540,Feira Nova,2020,21951
260540,Feira Nova,2021,22036
260545,Fernando De Noronha,2010,2638
260545,Fernando De Noronha,2011,2689
260545,Fernando De Noronha,2012,2730
260545,Fernando De Noronha,2013,2777
260545,Fernando De Noronha,2014,2830
260545,Fernando De Noronha,2015,2890
260545,Fernando De Noronha,2016,2940
260545,Fernando De Noronha,2017,3001
260545,Fernando De Noronha,2018,3041
260545,Fernando De Noronha,2019,3104
260545,Fernando De Noronha,2020,3158
260545,Fernando De Noronha,2021,3205
260550,Ferreiros,2010,11556
260550,Ferreiros,2011,11714
260550,Ferreiros,2012,11957
260550,Ferreiros,2013,12270
260550,Ferreiros,2014,12631
260550,Ferreiros,2015,13008
260550,Ferreiros,2016,13389
260550,Ferreiros,2017,13741
260550,Ferreiros,2018,14093
260550,Ferreiros,2019,14449
260550,Ferreiros,2020,14780
260550,Ferreiros,2021,15089
260560,Flores,2010,22467
260560,Flores,2011,22418
260560,Flores,2012,22335
260560,Flores,2013,22255
260560,Flores,2014,22153
260560,Flores,2015,22051
260560,Flores,2016,21925
260560,Flores,2017,21782
260560,Flores,2018,21659
260560,Flores,2019,21560
260560,Flores,2020,21434
260560,Flores,2021,21299
